idstd,id,a4a,a6a,a2,a1c,competition_select,tax_select,vat_applicable,a4b_v4,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c32,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c33,c34,c34b,c34bx,c152,c162,c172,c35a,c35b,c22b,c36,c37,c38,c39,c40a,c40b,c41a,c41b,c42,c30a,d1a1a,d1a6a,d1a6b,d1a6c,d1a6cx,d1a3,d2,d2x,d2a1,d2a1x,n3,n3x,d3a,d3b,d3c,d31x,d32,d4a,d4b,d33a,d33b,d34,d35,d36a,d36b,d37,d8,d12a,d12b,d13,d38x,d39,d14a,d14b,d40a,d40b,d41,d30a,d30b,o1,o2,o3a,o3b,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e31a,e31b,e6,e11,e32,e33,e34,e35,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,f1,g2,g3,g4,g31,g32,g33,g5a,g5b,g5bx,g30a,ge3,ge3a,ge7,ge8d,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k82,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k162,k17,k20a1,k31,k32,k21,k33,k34,k35,k36,k37,k38,k39,k40,k30,j31,j2,j3,j4,j5,j32,j33,j34,j35a,j35b,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,i30,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l9b,l9b1,l10,l11a,l11a1,l11b,l11b1,l12a,l12a1,l31,l32,l33,l34,l35,l36,l1a,l6,l6a,l8,l37,l38,l39,l40,l41,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,n2a,n2a2,n2b,n2k,n2l,n2e,n2i,n2a1,n2e1,n7a,n11,n12,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata,b1_RWA
1188730,4248,1,2,2,1,1,1,1,11,1,2,43,2,0,1,21,6,2023,13,49,2022,12,31,33,Int6RWA,,,,,,2,,1,100,0,0,0,1,20.0,2018,15,2018,5,2,2,,1,4.0,2.0,350000.0,300,1,3.0,0.0,45.0,1.0,,2,,2,,,,3000,1.0,,2,,,,,1,2,,,2,,,,,4,2,1,,,,,100,1250000000.0,one billion two hundred and fifty million,950000000.0,nine hundred and fifty million,653000000.0,six hundred and fifty-three million,100,0,0,,,,,,,,,,,,,80,20,1.0,Kenya,2.0,3.0,,6.0,,2.0,3,1,2,,4,4,3.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,,2.0,3.0,2,-4,2.0,,2,1,1,2,2,,3,2,,,,2,,,2,,85.0,1,7.0,2.0,-7,,,,,,3,2,,2,2,60,40,0,0,0,1,80000000.0,20000000.0,60.0,,0.0,,40.0,,0.0,,0.0,,0.0,,2.0,,,1,1,1,1.0,2021.0,50000000.0,1.0,2.0,2.0,2.0,1.0,2.0,70000000.0,1.0,38060000.0,1,4,6.0,,,,2,10,5.0,1.0,1.0,130000.0,2,5.0,1.0,2,2,2,1,3.0,2.0,2.0,,2,36.0,,2,2,-6,,,2,,2,,0.0,,2,,,2,,,4,0,0,1,2,0,1,4,6,5,2,7,1,3,43,16,40.0,3.0,3,27,10,20.0,0.0,,,3.0,2,,,,,,,0,,,2,,,43,0,,,2,,,1,2.0,0,0,14,8,12,5,15,13,1,11,4,10,14,9,3,6,7,2,39350000.0,456200.0,255000,6250000,180000,531000000.0,,27500000.0,350600000.0,842600000.0,30,18,21,6,2023,15,17,2,1,1,,,1,2,2,3,1102,2,2,1,0,1.203874,1.3277154,1.6593897,25,2
1188731,4259,2,1,2,1,0,1,1,10,1,2,7,2,0,1,9,2,2024,14,41,2023,12,31,33,Int14RWA,,,,,,4,,2,100,0,0,0,1,95.0,2016,4,2018,16,1,2,,2,,,,74,1,2.0,0.0,30.0,,75000.0,2,,2,,,,11,1.0,,2,,,,,1,2,,,1,1.0,,0.0,,2,1,1,,,,,45,108031000.0,one hundred and eight million thirty-one thousand,-9.0,,93368000.0,ninety-three million three hundred and sixty-eight thousand,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,3,2,2,,4,4,,,,,,,,,,,,1,0,,0.0,2,2,3,1,2,,0,2,,,,1,We bought a car to help us deliver our products to our clients,Delivering our products allowed us to expand our market size and reaching out to more clients,2,,80.0,1,17.0,-9.0,1,30.0,6.0,,,,0,2,,2,2,80,0,15,0,5,1,4000000.0,0.0,,2500000.0,,0.0,,0.0,,1500000.0,,0.0,,0.0,2.0,,,1,1,4,,,,,,,,,,15000000000.0,,,2,2,,2.0,,,1,35,5.0,1.0,2.0,4500.0,70,5.0,0.0,2,4,1,2,,,,,2,38.0,,1,2,2,,3.0,1,4.0,1,70.0,-8.0,,2,,,2,,,2,4,2,4,3,2,4,3,2,1,4,5,7,6,6,6,5.0,1.0,2,1,2,1.0,1.0,,,3.0,2,,,,,,,2,0.0,3.0,2,,,10,4,2.0,5.0,2,,,1,1.0,2,4,9,14,10,13,4,11,7,12,15,1,2,9,6,3,8,5,12034030.0,34030.0,295000,205400,0,-9.0,,-9.0,-9.0,200000000.0,17,21,9,2,2024,16,37,1,1,1,,,2,2,1,3,1071,2,1,2,0,1.5036922,1.7530725,2.3210278,21,4
1188732,4267,2,1,2,1,0,1,1,47,2,2,6,2,0,1,23,8,2023,14,11,2022,12,31,33,Int19RWA,,,,,,3,,1,100,0,0,0,2,,2015,3,2015,10,2,2,,2,,,,15000,2,,,,,,2,,2,,,,1000,2.0,,2,,,,,2,2,,,2,,,,,2,0,2,,,,,100,21000000.0,twenty-one million,,,12000000.0,twelve million,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,0,0,2,,4,4,,,,,,,,,,,,1,4,,40.0,2,2,1,2,2,,1,2,,,,2,,,2,,,2,,,2,,,40.0,3.0,,0,2,,2,2,100,0,0,0,0,2,,,,,,,,,,,,,,,,,,2,2,4,,,,,,,,,,,,,2,4,1.0,,,,1,2,1.0,1.0,2.0,30000.0,0,,,0,4,4,1,4.0,2.0,1.0,9.0,1,30.0,,1,1,2,,1.0,2,,2,,,0.0,2,,,2,,,0,0,0,0,0,0,0,7,4,3,5,6,2,1,6,3,,,3,2,1,,,1.0,,3.0,2,,,,,,,0,,,2,,,6,0,,,2,,,1,1.0,0,0,12,2,14,3,9,10,1,15,13,11,8,12,7,5,4,6,5000000.0,300000.0,180000,72000,36000,,10000000.0,,,,21,15,23,8,2023,16,1,1,1,1,,,2,2,2,3,4721,2,1,2,0,1.5036922,1.7530725,2.3210278,21,3
1188733,4279,1,2,2,1,0,1,1,11,1,2,29,2,0,1,30,8,2023,15,7,2022,12,31,33,Int3RWA,,,,,,3,,1,100,0,0,0,2,,2016,6,2016,7,2,2,,2,,,,350,1,3.0,2.0,0.0,3.0,,2,,2,,,,360,1.0,,1,5.0,24.0,5.0,,2,2,,,-7,,,,,1,3,1,,,,,70,710760860.0,seven hundred and ten million seven hundred and sixty thousand eight hundred and sixty,534125195.0,five hundred and thirty-four million one hundred and twenty-five thousand one hundred and ninety-five,386021109.0,three hundred and eighty-six million twenty-one thousand one hundred and nine,100,0,0,,,,,,,,,,,,,90,10,2.0,,,,,,,,2,1,1,2.0,4,4,2.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,-7.0,2,20,,60.0,2,2,1,-7,2,,2,2,,,,2,,,2,,75.0,1,30.0,2.0,1,14.0,5000000.0,,,,4,2,,2,2,50,50,0,0,0,2,,,,,,,,,,,,,,,1.0,15000000.0,0.0,1,1,1,1.0,2022.0,50000000.0,1.0,1.0,2.0,2.0,2.0,2.0,100000000.0,1.0,40000000.0,2,1,,1.0,3000000.0,30.0,1,20,1.0,1.0,1.0,2000000.0,10,1.0,1.0,3,3,3,1,3.0,1.0,2.0,,3,35.0,,1,1,2,,3.0,2,,2,,0.0,,1,60.0,2.0,2,,,4,4,3,0,0,2,2,7,6,5,2,4,1,3,29,41,23.0,6.0,9,14,0,23.0,6.0,,85.0,,1,100.0,,0.0,,95.0,,0,,,1,1.0,1.0,0,54,11.0,2.0,2,,,1,1.0,2,1,10,13,1,12,2,4,11,14,7,6,5,8,10,9,15,3,34500000.0,10445200.0,1680000,2580000,840000,274586953.0,,49089000.0,509090795.0,150000000.0,50,6,30,8,2023,16,50,1,1,2,1.0,52.0,1,2,2,3,1102,2,2,1,0,1.203874,1.3277154,1.6593897,25,3
1188734,4280,2,2,2,1,1,0,1,10,1,2,29,2,0,1,23,8,2023,11,0,2022,12,31,33,Int19RWA,,,,,,3,,1,100,0,0,0,1,100.0,2020,5,2020,4,1,2,,2,,,,500000,2,,,,,,2,,2,,,,200,1.0,,1,30.0,12.0,,300000.0,2,2,,,2,,,,,2,0,1,,,,,100,130000000.0,one hundred and thirty million,100000000.0,one hundred million,-7.0,,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,0,0,2,,4,4,2.0,2.0,,1.0,1.0,2.0,1.0,2.0,,4.0,3.0,1,10,2.0,,2,2,1,2,2,,0,2,,,,2,,,2,,50.0,1,1.0,2.0,1,1.0,0.0,,,,0,2,,2,2,100,0,0,0,0,1,6000000.0,0.0,,6000000.0,,0.0,,0.0,,0.0,,0.0,,0.0,1.0,10000000.0,0.0,1,2,4,,,,,,,,,,,,,2,4,1.0,,,,1,50,5.0,0.0,5.0,120000.0,20,2.0,2.0,0,4,12,1,8.0,2.0,1.0,6.0,1,,5.0,1,1,2,,1.0,2,,2,,,0.0,2,,,2,,,0,0,0,0,0,0,0,2,6,4,5,1,7,3,29,-7,19.0,10.0,10,5,4,8.0,4.0,,,11.0,2,,,,,,,0,,,2,,,29,8,2.0,3.0,2,,,1,1.0,0,0,12,2,14,12,9,11,15,3,5,13,10,1,8,4,6,7,30000000.0,12000000.0,6000000,2040000,250000,-9.0,,20000000.0,35000000.0,-9.0,45,18,23,8,2023,12,55,1,1,1,,,2,2,2,3,1071,2,2,2,0,1.9768081,2.281792,3.0163298,27,3
1188735,4303,2,1,2,1,0,1,1,55,3,2,6,2,0,1,30,5,2023,10,24,2022,12,31,33,Int6RWA,,,,,,2,,2,100,0,0,0,1,90.0,2022,3,2014,9,2,2,,2,,,,200,2,,,,,,2,,2,,,,30,1.0,,2,,,,,1,2,,,1,20.0,,5.0,,4,0,51,14.0,120.0,3.0,,100,20000000.0,twenty million,,,-7.0,,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,0,0,1,1.0,4,4,,,,,,,,,,,,1,-4,,20.0,2,1,3,-6,2,,3,2,,,,2,,,2,,,2,,,2,,,,,,0,2,,2,2,80,15,5,0,0,2,,,,,,,,,,,,,,,,,,1,2,4,,,,,,,,,,,,,2,1,,2.0,10.0,60.0,2,90,5.0,1.0,1.0,20000.0,10,5.0,1.0,2,2,7,1,4.0,2.0,2.0,,1,24.0,,1,1,1,30.0,,2,,2,,0.0,,2,,,2,,,1,0,0,0,0,0,1,6,3,2,4,7,1,5,6,-7,,,2,0,4,,,1.0,50.0,,1,,,,,100.0,,0,,,2,,,6,4,2.0,2.0,2,,,2,,0,1,6,1,15,11,13,10,7,5,12,3,8,2,14,4,6,9,12700000.0,600000.0,600000,600000,360000,,,,,,20,10,30,5,2023,12,6,2,1,1,,,1,2,2,3,5510,2,1,2,0,1.5036922,1.7530725,2.3210278,21,2
1188736,4307,1,3,2,1,1,0,1,11,1,2,112,2,0,1,26,1,2024,10,5,2023,12,31,33,Int21RWA,,,,,,4,,1,100,0,0,0,2,,2016,95,2020,6,2,1,RSB,2,,,,685,2,,,,,,2,,2,,,,3000,1.0,,2,,,,,1,2,,,2,,,,,4,1,1,,,,,70,744515090.0,seven hundred and forty-four million five hundred and fifteen thousand ninety,440265550.0,four hundred and forty million two hundred and sixty-five thousand five hundred and fifty,335846845.0,three hundred and thirty-five million eight hundred and forty-six thousand eight hundred and forty-five,100,0,0,,,,,,,,,,,,,98,2,2.0,,,,,,,,1,1,2,,4,4,2.0,1.0,2.0,1.0,2.0,6.0,2.0,2.0,,1.0,1.0,1,20,3.0,,2,1,2,2,2,,2,2,,,,1,New distribution mechanism,"Initially served northern parts, now, we expanded to Western province where we opened 5 depots to ease the delivery to clients",2,,60.0,1,14.0,2.0,1,30.0,295558.0,,,,1,2,,1,1,80,0,0,20,0,1,40255450.0,25464480.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,,,1,2,4,,,,,,,,,,,,,2,4,6.0,,,,1,80,1.0,0.0,3.0,3.0,98,1.0,2.0,4,4,75,1,2.0,1.0,1.0,2.0,3,,4.0,1,1,1,-5.0,,2,,2,,2.0,,1,150.0,1.0,1,30.0,2.0,3,3,1,1,1,1,2,4,3,2,7,5,6,1,112,101,4.0,108.0,1,2,1,2.0,2.0,,,103.0,1,30.0,,10.0,,25.0,,20,0.0,1.0,1,2.0,0.0,150,38,9.0,5.0,1,1.0,52000.0,1,1.0,0,0,7,4,3,13,1,5,11,8,14,2,12,6,9,10,15,7,32360540.0,1588800.0,2408800,8406023,600000,226154456.0,,92360510.0,6458600.0,205846500.0,50,45,26,1,2024,12,2,1,1,1,,,3,2,2,3,1102,2,3,1,0,1.0,1.0,1.0,30,4
1188737,4308,3,2,2,1,1,0,1,55,3,2,24,2,0,1,6,2,2024,12,14,2023,12,31,33,Int13RWA,,,,,,3,,1,100,0,0,0,2,,1954,10,2005,20,2,2,,2,,,,560,1,2.0,0.0,45.0,0.0,,1,10.0,2,,,,324,1.0,,2,,,,,1,1,2.0,150000.0,1,0.0,50.0,1.0,,3,1,51,24.0,620.0,3.0,,100,442000000.0,four hundred and forty-two million,,,160000000.0,one hundred and sixty million,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,1,0,1,2.0,4,4,3.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,3.0,2,-4,3.0,,2,2,1,1,2,,0,1,2.0,conference Hall upgrading,"In upgrading our conference and meeting rooms, we added projectors and increased the siting capacities to meet the market demand",1,outside catering,We introduced outside catering to all our clients who hold events outside our premises but still want to continue enjoying our culinary services,2,,,2,,,2,,,,,,3,2,,2,1,100,0,0,0,0,1,7000000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,1,2,4,,,,,,,,,,,,,2,4,5.0,,,,1,80,5.0,0.0,1.0,65000.0,50,1.0,0.0,3,4,2,1,2.0,2.0,1.0,6.0,1,,24.0,1,1,1,10.0,,1,2.0,1,45.0,0.0,,2,,,2,,,1,0,0,0,0,0,0,7,1,3,2,6,4,5,24,10,,,15,5,4,,,11.0,95.0,,1,,,,,60.0,,0,,,2,,,0,5,2.0,1.0,2,,,1,1.0,1,0,1,13,15,3,12,6,4,5,7,2,11,10,14,8,9,1,48000000.0,7600000.0,1856000,3840000,680000,,,,,,18,3,6,2,2024,13,56,2,4,1,,,2,2,1,3,5510,2,2,3,0,1.2333136,1.3262054,1.6200669,28,3
1188738,4310,1,2,2,1,0,1,1,23,1,2,80,2,0,1,19,1,2024,14,35,2023,12,31,33,Int22RWA,,,,,,4,,2,100,0,0,0,1,10.0,2017,10,2017,17,2,2,,2,,,,-9,-9,,,,,,-9,,2,,,,-9,,,2,,,,,2,2,,,2,,,,,-9,-7,1,,,,,100,25000000.0,twenty-five million,12000000.0,twelve millions,15000000.0,fifteen million,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,0,0,2,,4,4,-7.0,2.0,,2.0,,,,2.0,,-9.0,-7.0,2,-4,,60.0,2,2,-9,2,2,,0,2,,,,2,,,2,,90.0,2,,,2,,,,,,2,2,,2,2,100,0,0,0,0,2,,,,,,,,,,,,,,,2.0,,,1,2,4,,,,,,,,,,,,,2,4,4.0,,,,2,70,5.0,0.0,1.0,1.0,70,5.0,1.0,0,4,0,1,8.0,2.0,1.0,3.0,3,36.0,,1,1,2,,-9.0,2,,2,,0.0,,2,,,2,,,0,0,0,0,0,0,0,6,4,1,2,7,5,3,40,10,34.0,6.0,4,10,20,6.0,1.0,,,12.0,2,,,,,,,0,,,2,,,45,45,22.0,5.0,2,,,2,,0,0,1,13,1,14,2,7,11,15,10,4,12,9,6,5,8,3,12000000.0,0.0,0,1800000,0,8000000.0,,7000000.0,4000000.0,50000000.0,3,18,19,1,2024,17,4,1,2,1,,,3,2,2,3,2392,2,2,1,0,1.203874,1.3277154,1.6593897,25,4
1188739,4312,1,2,2,1,0,0,1,23,1,2,23,2,0,1,19,6,2023,14,47,2022,12,31,33,Int6RWA,,,,,,3,,1,100,0,0,0,1,100.0,2017,10,2017,5,1,2,,1,5.0,2.0,700000.0,35,2,,,,,,2,,2,,,,100,1.0,,2,,,,,2,2,,,-7,,,,,-7,2,1,,,,,99,72000000.0,seventy-two million,48000000.0,forty-eight million,24000000.0,twenty-four million,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,1,-7,2,,4,4,2.0,2.0,,1.0,2.0,5.0,1.0,2.0,,-7.0,-7.0,2,-4,,10.0,2,1,1,2,2,,1,2,,,,2,,,2,,90.0,2,,,2,,,,,,3,2,,2,2,100,0,0,0,0,1,300000.0,15000000.0,,15300000.0,,0.0,,0.0,,0.0,,0.0,,0.0,1.0,0.0,10000000.0,1,2,4,,,,,,,,,,,,,2,4,1.0,,,,2,5,5.0,2.0,2.0,50000.0,5,5.0,2.0,1,4,7,1,3.0,2.0,2.0,,1,,30.0,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,0,0,0,3,0,0,0,3,6,7,4,2,1,5,23,3,20.0,3.0,2,18,0,3.0,0.0,,0.0,,2,,,,,,,0,,,2,,,0,0,,,2,,,2,,0,0,15,9,3,7,1,2,15,11,8,14,4,12,13,5,10,6,5000000.0,50000.0,10000,455000,48000,10000000.0,,4000000.0,8000000.0,20000000.0,18,3,19,6,2023,15,39,2,2,1,,,1,2,2,3,2392,2,2,1,0,1.203874,1.3277154,1.6593897,25,3
1188740,4313,1,2,2,1,1,0,1,23,1,2,25,2,0,1,28,6,2023,14,51,2022,12,31,33,Int6RWA,,,,,,3,,1,100,0,0,0,1,100.0,2014,5,2014,4,1,2,,2,,,,-9,2,,,,,,2,,2,,,,-9,,,1,30.0,7.0,,600000.0,2,2,,,-7,,,,,-9,0,1,,,,,100,24000000.0,twenty-four million,21000000.0,twenty-one million,13000000.0,thirteen million,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,1,-7,1,2.0,4,3,3.0,2.0,,1.0,2.0,2.0,4.0,2.0,,3.0,3.0,1,12,2.0,,2,2,1,2,2,,-7,2,,,,2,,,2,,80.0,2,,,2,,,,,,4,2,,2,2,100,0,0,0,0,1,0.0,4200000.0,,4200000.0,,0.0,,0.0,,0.0,,0.0,,0.0,2.0,,,2,2,4,,,,,,,,,,,,,2,4,1.0,,,,2,5,5.0,0.0,1.0,3500.0,2,5.0,1.0,1,3,7,2,,,,,1,,32.0,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,2,0,0,1,0,0,2,2,6,3,4,7,5,1,25,15,22.0,3.0,15,7,0,6.0,1.0,,,3.0,2,,,,,,,0,,,2,,,0,0,,,2,,,2,,0,0,6,10,9,14,1,15,12,2,11,6,4,13,5,8,3,7,14400000.0,1005000.0,0,600000,-9,3000000.0,,4580000.0,2500000.0,150000000.0,30,0,28,6,2023,16,11,2,2,1,,,1,2,2,3,2392,2,2,1,0,1.203874,1.3277154,1.6593897,25,3
1188741,4335,1,3,2,1,1,0,1,23,1,2,235,2,0,1,22,8,2023,10,4,2022,12,31,33,Int3RWA,,,,,,2,,2,72,0,28,0,1,100.0,2020,110,2018,15,2,-6,ISO 9000,2,,,,812711,1,15.0,1.0,0.0,,4000000.0,1,0.0,2,,,,100000000,1.0,,2,,,,,1,1,30.0,3000000.0,1,2.0,,,250000.0,3,2,1,,,,,100,45000000000.0,forty-five billion,40000000000.0,forty billion,-7.0,,40,0,60,"Tanzania, United Republic of",2.0,2.0,,2.0,,10.0,2.0,,,,2021.0,5,95,1.0,"Tanzania, United Republic of",2.0,0.0,23.0,2.0,,1.0,1,0,2,,1,1,2.0,1.0,3.0,1.0,3.0,6.0,4.0,2.0,,1.0,1.0,2,-4,3.0,,1,2,1,-7,2,,1,1,2.0,Adding a new cement to our products,This cement is used for finishing purposes( having high workability and less price ),2,,,2,,50.0,2,,,2,,,,,,3,2,,1,1,100,0,0,0,0,1,0.0,79000000.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,10000000.0,0.0,1,1,3,1.0,2021.0,21000000.0,1.0,1.0,2.0,2.0,1.0,2.0,30000000.0,2.0,-8.0,2,4,1.0,,,,1,95,1.0,1.0,1.0,5000000.0,95,1.0,1.0,0,3,5,1,1.0,2.0,1.0,15.0,3,,40.0,1,1,1,60.0,,1,3.0,1,30.0,0.0,,1,30.0,2.0,2,,,1,1,1,1,2,2,2,1,4,7,5,2,3,6,235,-7,150.0,85.0,60,40,50,30.0,40.0,,100.0,,1,100.0,,100.0,,100.0,,15,15.0,,2,,,0,0,,,1,1.0,360.0,1,1.0,0,0,8,15,14,7,1,10,3,6,12,11,9,13,8,5,4,2,24000000000.0,1200000000.0,1180000000,12000000,30000000,29000000000.0,,3000000000.0,-9.0,53000000000.0,20,20,22,8,2023,12,3,1,1,2,3.0,0.0,1,2,2,3,2394,2,3,1,0,1.0,1.0,1.0,30,2
1188742,4342,1,1,2,1,0,0,1,10,1,2,5,2,0,1,4,7,2023,13,31,2022,12,31,33,Int7RWA,,,,,,3,,1,100,0,0,0,1,100.0,2016,2,2016,7,1,2,,2,,,,80,1,2.0,0.0,25.0,5.0,,2,,2,,,,12,1.0,,2,,,,,2,2,,,-7,,,,,-9,0,1,,,,,100,10000000.0,ten million,8500000.0,eight million five hundred thousand,5000000.0,five million,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,3,0,2,,3,2,,,,,,,,,,,,1,4,,70.0,2,1,1,2,2,,4,2,,,,1,we start delivering of our product to our client.,before we have no delivering service for our client,2,,60.0,2,,,2,,,,,,3,2,,2,2,10,90,0,0,0,2,,,,,,,,,,,,,,,2.0,,,1,2,3,1.0,2020.0,2000000.0,1.0,2.0,2.0,2.0,1.0,2.0,30000000.0,1.0,1000000.0,2,4,7.0,,,,2,2,5.0,0.0,1.0,1000.0,1,5.0,1.0,0,3,10,1,24.0,2.0,1.0,1.0,1,,2.0,1,1,-6,,,2,,2,,0.0,,2,,,2,,,1,1,1,3,2,3,2,6,3,2,5,1,7,4,5,5,2.0,3.0,0,2,0,0.0,1.0,,,2.0,2,,,,,,,0,,,2,,,4,2,0.0,1.0,2,,,2,,3,0,11,6,11,2,5,10,12,14,1,8,13,15,7,9,4,3,1200000.0,0.0,240000,60000,0,7200000.0,,1200000.0,4200000.0,300000.0,30,15,4,7,2023,14,43,1,2,1,,,1,2,2,3,1071,2,1,1,0,10.229357,11.394668,14.2633915,19,3
1188743,4384,1,2,2,1,1,0,1,56,3,2,16,1,0,1,19,1,2024,11,39,2023,12,31,33,Int22RWA,4.0,1.0,2.0,1.0,,3,,1,100,0,0,0,1,100.0,2012,16,2012,16,1,1,control union,1,120.0,2.0,5000000.0,1440,2,,,,,,2,,1,90.0,2.0,1500000.0,400,1.0,,2,,,,,1,1,150.0,200000.0,2,,,,,4,0,3,,,,,50,18000000.0,eighteen million,,,15100000.0,fifteen million one hundred thousand,100,0,0,,,,,,,,,,,,,70,30,1.0,China,2.0,15.0,,90.0,,3.0,2,0,2,,4,4,,,,,,,,,,,,2,2,2.0,,2,2,3,2,2,,1,2,,,,2,,,2,,,2,,,2,,,,,,2,1,8000000.0,2,2,50,50,0,0,0,2,,,,,,,,,,,,,,,,,,1,2,1,1.0,2019.0,160000000.0,1.0,1.0,2.0,2.0,2.0,2.0,600000000.0,1.0,200000000.0,2,4,7.0,,,,1,50,5.0,1.0,1.0,1.0,50,5.0,1.0,0,2,0,1,12.0,2.0,1.0,1.0,3,,72.0,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,0,0,0,0,0,0,0,3,7,6,4,5,1,2,16,12,,,8,2,6,,,7.0,,16.0,2,,,,,,,0,,,2,,,5,5,3.0,3.0,2,,,2,,0,0,1,11,1,8,4,12,7,14,6,9,3,10,13,15,2,5,8400000.0,0.0,600000,480000,360000,,,,,,3,18,19,1,2024,14,3,1,1,1,,,3,2,1,3,4630,2,2,1,0,1.203874,1.3277154,1.6593897,25,3
1188744,4391,1,2,2,1,0,0,1,23,1,2,30,2,0,1,19,6,2023,10,56,2022,12,31,33,Int6RWA,,,,,,3,,1,100,0,0,0,2,,2022,10,2010,20,2,2,,2,,,,94,2,,,,,,2,,1,14.0,2.0,120000.0,30,1.0,,2,,,,,2,2,,,2,,,,,4,0,1,,,,,100,39600000.0,thirty-nine million six hundred thousand,-7.0,,-7.0,,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,2,-7,2,,4,3,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,,-7.0,3.0,2,9,,40.0,2,2,3,2,2,,0,2,,,,2,,,2,,80.0,2,,,2,,,,,,3,1,1000000.0,2,2,70,0,10,0,20,2,,,,,,,,,,,,,,,1.0,15000000.0,0.0,2,2,4,,,,,,,,,,,,,1,4,2.0,,,,2,20,5.0,1.0,-9.0,13000.0,5,5.0,-9.0,2,3,2,1,4.0,2.0,2.0,,2,,36.0,2,2,2,,3.0,2,,2,,0.0,,2,,,2,,,2,1,0,2,1,0,1,6,3,4,5,7,1,2,30,-7,28.0,2.0,2,26,0,0.0,2.0,,,1.0,2,,,,,,,0,,,2,,,0,0,,,2,,,2,,0,0,2,3,13,11,1,4,9,2,14,12,7,5,6,10,15,8,10800000.0,0.0,12000,42000,18000,8600000.0,,-7.0,-7.0,80000000.0,18,3,19,6,2023,12,27,2,2,1,,,1,2,2,3,2392,2,2,1,0,1.203874,1.3277154,1.6593897,25,3
