idstd,id,preference,rotation,a0,a1,a1a,a2,a3a,a3b,a3c,a3,a4a,a4b,a5,a6a,a6b,a7,a7a,a8a,a9,a10,a11,a12,a13,a14d,a14m,a14y,a14h,a14min,b1,b1x,b3,b2a,b2b,b2c,b2d,ETHb2,ETHb2x,b4,b4a,b5,b6,b6a,b6b,b7,b7a,b8,b8x,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,ETHc1,ETHc2,c12,c13,c14,c15,c16,c17,c22a,c22b,c30a,c30b,d1a1x,d1a2,d1a3,d2,d2x,d3a,d3b,d3c,d4,d5a,d6,d7,d8,d10,d11,d12a,d12b,d13,d14,d15a,d16,d17,ETHd1,ETHd2,ETHd3a,ETHd3b,ETHd3c,ETHd3d,ETHd3e,ETHd4,ETHd5a,ETHd5b,ETHd6,ETHd6a,ETHd7,ETHd8,ETHd9,ETHd9a,ETHd30,d30a,d30b,ETHt30a,ETHt30b,ETHt30c,ETHt30d,e1,e2b,e6,e11,e30,h1,h2,h3,h4a,h4b,h5,h6,h7,h8,f1,f2,ETHg1,ETHg2,ETHg3a,ETHg3b,ETHg3c,ETHg4,ETHg5,ETHg6,g6a,g6b,g6c,g1a,g1b,g1c,g2,g3,g4,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k1c,k2c,k3a,k3bc1,k3bc2,k3e,k3f,k3hd,k4,n5a,n5b,ETHk1a,ETHk1b,k5a,k5i,k5bc1,k5bc2,k5e,k5f,k5hdj,ETHk2,ETHk3a,ETHk3b,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,ETHk4,ETHk5,ETHk6,ETHk7,ETHk8a,ETHk8,ETHk9,k15b,k15c,k15d,k16,k17,k20a1,k21,ETHk10,k30,h7a,j2,j3,j4,j5,ETHj1,ETHj2,ETHj3,ETHj4,ETHj5,ETHj5x,ETHj6,ETHj7,ETHj30a,ETHj30b,ETHj30c,ETHj30d,ETHj30e,j6a,j6,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,ETHl2a,ETHl2b,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l6a,l8,l9a,l9a2,l9b,l10,l11a,l11b,l30a,l30b,m1a,m1d,n2a,n2b,n2e,n2f,n2i,n2p,n3,n6a,n6b,n7a,n7b,ETHn1,ETHn2,a15a1ax,a15a2a,a15a3,a15a1bx,a15a2b,a15b3,a15a1cx,a15a2c,a15c3,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,stratificationregioncode,stratificationsizecode,stratificationsectorcode,panelcode,wstrict,wmedian,wweak,strata
590606,4955,40,1,Retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Retail,Retail,"Yes, screener and sample frame info match",Small,Small,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1005,2001,22,12,2015,15,58,Limited partnership,,80,100,0,0,0,,,Yes,20.0,2010,4,Yes,2009,15,No,No,,No,,,Yes,6.0,6.0,0.0,0.0,,Yes,20.0,DONT KNOW (SPONTANEOUS),No change,No,,,,,,Yes,No,Moderate Obstacle,Moderate Obstacle, Retail trade,5240,100,4500000.0,Four million five hundred thousand,100,0,0,,,,,,NO LOSSES,NO LOSS,,,,,,,60.0,No,,,,,,,,,,,,,,,,DOES NOT APPLY,Minor Obstacle,No Obstacle,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,,,,No,DOES NOT APPLY (SPONTANEOUS),No,,No,No,No,No,No,No,,,,No,,,,,,,,0,100,0,0,100,0,No,,,75.0,OTHER (SPECIFY),kara,Minor Obstacle,Yes,,32000.0,No,,,No Obstacle,0,0,100,0,0,0,0,0,No,,,,,,,,,,,,No,,,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,Application procedures were complex,,Yes,No change,Moderate Obstacle,Tend to agree,NO TIME WAS SPENT,Yes,3.0,refusal,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,No,,NO PAYMENTS,,No,,,No,,,Minor Obstacle,Minor Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,5,5,DONT KNOW (SPONTANEOUS),IF ESTABLISHMENT WAS NOT IN BUSINESS in 2010,,,,,,,,DON'T KNOW (SPONTANEOUS),NO FULL-TIME SEASONAL OR TEMPORARY WORKERS,,,,,75,No,,,Does Not Apply,Does Not Apply,1,1,124000,DONT KNOW (SPONTANEOUS),,,2546764.0,,DON'T KNOW (SPONTANEOUS),,,,,No,, General Manager,6,Male,,,,,,,25,12,2015,12,43,Somewhat truthful,Are estimates computed with some precision,Several visits,2.0,37.0,1,1,5,0,12.36,13.57,44.68,9.0
590607,5451,4,1,Retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Textiles,Wholesale,"No, does not match",Large,Medium,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1010,2001,23,7,2015,9,32,Others (Specify), private limited company,70,100,0,0,0,,,No,,1975,3,Yes,1975,8,No,No,,Yes,365.0,No,Yes,15.0,5.0,0.0,0.0,,Yes,40.0,DONT KNOW (SPONTANEOUS),No change,No,,,,,,Yes,Yes,Minor Obstacle,Major Obstacle, Wholseller of Plastic Products,5149,45,80000000.0,   Eighty Million,100,0,0,,,,,,NO LOSSES,NO LOSS,,,,,,,90.0,Yes,8.0,5.0,2.0,0.0,0.0,1.0,Private commercial banks,6000000.0,4500000.0,67.0,,180.0,No,,,Very Severe Obstacle,No Obstacle,Minor Obstacle,Moderate  obstacle,Moderate  obstacle,No obstacle,DOES NOT APPLY,,,,No,Moderate obstacle,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,,,Yes,8.0,1.0,7.0,0.0,Number of days for the longest process,Municipality/district,No,50,50,0,0,100,0,Yes,90.0,Yes,200.0,Square Yards,,Moderate Obstacle,No,,,No,,,No Obstacle,0,10,10,90,0,0,0,0,Yes,40000000.0,0.0,50.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,No,,,Yes,Yes,Yes,Private commercial banks,2014.0,15000000.0,Yes,Yes,Yes,Yes,No,No,25000000.0,15.0,12.0,No,,No,,,1.0,10000000.0,No,Yes,,Application was approved in full,Yes,Worsened,Minor Obstacle,Tend to disagree,10,No,,,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DONT KNOW,DOES NOT APPLY,DONT KNOW,Yes,NO PAYMENTS OR GIFTS ARE PAID,NO PAYMENTS,,No,,,Yes,30.0,No,Minor Obstacle,Moderate Obstacle,Minor Obstacle,No Obstacle,Moderate Obstacle,No Obstacle,40,35,20,20,,,,,,,,20.0,NO FULL-TIME SEASONAL OR TEMPORARY WORKERS,,,,,80,No,,,No Obstacle,No Obstacle,1,1,180000,5000,,,10000000.0,,50000000,,,,,Yes,1000000.0,,8,Male,,,,,,,23,7,2015,10,28,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with different managers/,0.0,36.0,1,3,2,0,1.0,1.0,1.0,31.0
590608,5821,4,1,Manufacturing,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Retail,Food,"No, does not match",Medium,Medium,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1001,2001,16,8,2015,13,55,Shareholding company with non-traded shares or shares traded,,90,10,0,90,0,,,No,,1983,DON'T KNOW,Yes,1982,30,No,No,,No,,,Yes,12.0,2.0,30.0,-9.0,,Yes,DON'T KNOW,REFUSAL (SPONTANEOUS),Increased,No,,,No,,,No,No,Major Obstacle,Minor Obstacle,Bread manufacturing,1541,65,-9.0,,100,0,0,,,,,,NO INTERNAL SHIPMENTS (DOES NOT APPLY),,100.0,0.0,,,,1.0,,No,,,,,,,,,,,,,,,,DOES NOT APPLY,Minor Obstacle,No Obstacle,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,Local  main product sold mostly in same municipality where,TOO MANY TO COUNT,No,No,DOES NOT APPLY (SPONTANEOUS),No,,No,No,No,No,No,No,,DONT KNOW (SPONTANEOUS),168.0,No,,,,,,,,100,0,0,0,100,0,No,,,,,,No Obstacle,Yes,DON'T KNOW,,No,,,No Obstacle,0,0,60,0,0,0,40,0,No,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,No,No,Application procedures were complex,,Yes,No change,Moderate Obstacle,Tend to agree,NO TIME WAS SPENT,No,,,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,Yes,NO PAYMENTS OR GIFTS ARE PAID,NO PAYMENTS,,No,,,No,,,No Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,85,DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),62.0,23.0,62.0,0.0,0.0,14.0,7.0,,NO FULL-TIME SEASONAL OR TEMPORARY WORKERS,,,8.0,8.0,45,No,,,Does Not Apply,Does Not Apply,8,1,2157828,DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),,DONT KNOW (SPONTANEOUS),DON'T KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),7584282.0,DONT KNOW (SPONTANEOUS),Yes,DONT KNOW (SPONTANEOUS), General Manager,25,Male,,,,,,,16,8,2015,15,7,Somewhat truthful,Are arbitrary and unreliable numbers,Several visits,2.0,57.0,1,2,5,0,16.06,17.2,39.15,23.0
590609,5972,2,1,Non-retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Construction Section F:,Construction Section F:,"Yes, screener and sample frame info match",Large,Medium,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1010,2001,31,7,2015,9,47,Shareholding company with non-traded shares or shares traded,,25,100,0,0,0,,,Yes,70.0,1990,DON'T KNOW,Yes,1990,35,No,No,,Yes,STILL IN PROCESS,No,Yes,5.0,4.0,1.0,0.0,,Yes,98.0,DONT KNOW (SPONTANEOUS),No change,Yes,DON'T KNOW,No,,,,No,No,No Obstacle,Minor Obstacle,Construction Of  Business Buildings,4520,100,5184000.0,   Five Million One Hundred Eighty Four Thousand,100,0,0,,,,,,NO LOSSES,NO LOSS,,,,,,,,No,,,,,,,,,,,,,,,,No obstacle,Minor Obstacle,No Obstacle,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,,,,No,No obstacle,No,,No,No,No,No,No,No,,,,No,,,,,,,,100,0,0,100,0,0,No,,,,,,No Obstacle,No,,,No,,,No Obstacle,0,0,100,0,0,0,0,0,No,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,Improved,No Obstacle,Strongly disagree,3,Yes,3.0,No,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,No,,NO PAYMENTS,,No,,,No,,,Minor Obstacle,No Obstacle,Minor Obstacle,No Obstacle,No Obstacle,Minor Obstacle,71,50,45,60,,,,,,,,-9.0,21,13.0,12.0,,,56,No,,,Minor Obstacle,No Obstacle,8,1,475234,500000,,,,,DON'T KNOW (SPONTANEOUS),,,,,No,,,30,Male,,,,,,,31,7,2015,10,46,Truthful,Are taken directly from establishment records,Several visits,0.0,48.0,1,3,7,0,8.92,9.92,10.42,41.0
590610,6032,68,1,Non-retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Transport  Section I: (60-64),Transport  Section I: (60-64),"Yes, screener and sample frame info match",Medium,Medium,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1010,2001,9,12,2015,13,32,Sole proprietorship,,100,100,0,0,0,,,No,,1987,6,Yes,1987,25,No,No,,No,,,Yes,2.0,1.0,0.0,0.0,,Yes,98.0,DONT KNOW (SPONTANEOUS),Decreased,No,,,,,,No,No,Minor Obstacle,No Obstacle," Transport, fright logistics",6309,90,5000000.0,Five million,100,0,0,,,,,,NO INTERNAL SHIPMENTS (DOES NOT APPLY),,,,,,,,,No,,,,,,,,,,,,,,,,Minor obstacle,No Obstacle,No Obstacle,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,,,,No,No obstacle,No,,No,No,No,No,No,No,,,,No,,,,,,,,0,100,0,0,100,0,No,,,,,,No Obstacle,No,,,No,,,No Obstacle,0,20,100,0,0,0,0,0,No,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No change,No Obstacle,Strongly disagree,5,No,,,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,Yes,NO PAYMENTS OR GIFTS ARE PAID,NO PAYMENTS,,No,,,No,,,Moderate Obstacle,Moderate Obstacle,Minor Obstacle,Minor Obstacle,Very Severe Obstacle,No Obstacle,20,15,10,6,,,,,,,,DON'T KNOW (SPONTANEOUS),NO FULL-TIME SEASONAL OR TEMPORARY WORKERS,,,,,20,No,,,Moderate Obstacle,Minor Obstacle,14,1,340000,17000,,,,,4000000,,,,,No,, General Manager,25,Male,,,,,,,16,12,2015,9,37,Truthful,Are estimates computed with some precision,Several visits,2.0,0.0,1,2,6,0,38.34,42.39,107.58,25.0
590611,6159,27,1,Retail Services,17,Amharic,AddisAbaba,Amhara,No,Yes,City with population over 1 million,Transport  Section I: (60-64),Wholesale,"No, does not match",Medium,Small,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1006,2001,23,9,2015,14,53,Limited partnership,,50,100,0,0,0,,,No,,2013,6,Yes,2013,2,No,No,,No,,,Yes,20.0,2.0,1.0,0.0,,No,,,Increased,No,,,,,,No,No,No Obstacle,Minor Obstacle, Wholesale of soft drinks,5122,100,3500000.0,three million five hundred thousand,100,0,0,,,,,,NO INTERNAL SHIPMENTS (DOES NOT APPLY),,,,,,,,30.0,No,,,,,,,,,,,,,,,,No obstacle,Minor Obstacle,No Obstacle,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,,,,Yes,Moderate obstacle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,No,,,,,,,,0,100,0,0,100,0,No,,,40.0,Square Meters,,Minor Obstacle,Yes,,500.0,No,,,No Obstacle,0,15,100,0,0,0,0,0,Yes,10000.0,0.0,10.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,Interest rates were not favorable,,No,No change,Moderate Obstacle,Tend to agree,10,Yes,5.0,No,No,,,,,,,,DOES NOT APPLY,Tend to disagree,Tend to disagree,DOES NOT APPLY,DOES NOT APPLY,No,,NO PAYMENTS,,No,,,Yes,LESS THAN ONE DAY,No,Moderate Obstacle,Minor Obstacle,No Obstacle,No Obstacle,Minor Obstacle,No Obstacle,6,IF ESTABLISHMENT WAS NOT IN BUSINESS in 2012,IF ESTABLISHMENT WAS NOT IN BUSINESS in 2010,IF ESTABLISHMENT WAS NOT IN BUSINESS in 2010,,,,,,,,0.0,4,0.0,LESS THAN ONE MONTH,,,20,No,,,No Obstacle,Minor Obstacle,12,1,65000,500,,,-9.0,,ESTABLISHMENT WAS NOT IN BUSINESS THREE YEARS AGO,,,,,Yes,10000.0, Owner and sales Manager,2,Male,,,,,,,23,9,2015,15,31,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,2,6,0,38.34,42.39,107.58,25.0
590612,6570,8,1,Manufacturing,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Non metallic mineral products,Non metallic mineral products,"Yes, screener and sample frame info match",Small,Small,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1004,2001,25,8,2015,10,7,Sole proprietorship,,100,100,0,0,0,,,No,,2004,8,Yes,2004,10,No,No,,No,,,Yes,10.0,6.0,0.0,,50.0,No,,,Increased,Yes,APPLICATION DENIED,No,Yes,10.0,6.0,No,No,Major Obstacle,No Obstacle,Blocket Manufacturing,2695,60,350000.0,Three hundred and fifty thousand,100,0,0,,,,,,NO LOSSES,NO LOSS,100.0,0.0,,,,0.0,,No,,,,,,,,,,,,,,,,DOES NOT APPLY,Moderate Obstacle,Moderate Obstacle,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,National - Main product sold mostly across Ethiopia,TOO MANY TO COUNT,No,Yes,Moderate obstacle,No,,No,No,No,No,No,No,,DONT KNOW (SPONTANEOUS),48.0,No,,,,,,,,0,100,0,0,100,0,No,,,,,,Major Obstacle,Yes,,18000.0,No,,,No Obstacle,0,0,60,0,0,0,0,40,No,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,No,No,Collateral requirements were too high,,Yes,Worsened,Very Severe Obstacle,Tend to agree,10,Yes,4.0,Yes,No,,,,,,,,DONT KNOW,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,No,,REFUSAL (SPONTANEOUS),,No,,,No,,,Minor Obstacle,Minor Obstacle,Moderate Obstacle,Minor Obstacle,Moderate Obstacle,No Obstacle,6,8,12,12,5.0,1.0,5.0,0.0,0.0,0.0,0.0,,NO FULL-TIME SEASONAL OR TEMPORARY WORKERS,,,8.0,NO FEMALE PRODUCTION WORKERS,1,No,,,Minor Obstacle,Minor Obstacle,1,1,96000,12000,65000.0,0.0,,DONT KNOW (SPONTANEOUS),200000,DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),5000000.0,5000000.0,No,,,10,Male,,,,,,,25,8,2015,11,57,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,1,3,0,1.1,1.24,1.8,5.0
590613,6936,15,1,Non-retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Transport  Section I: (60-64),Construction Section F:,"No, does not match",Small,Medium,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1012,2001,30,7,2015,14,4,Others (Specify), private limited company,35,100,0,0,0,,,Yes,36.0,2003,5,Yes,2003,35,No,No,,No,,,Yes,2.0,3.0,0.0,0.0,,Yes,7.0,DONT KNOW (SPONTANEOUS),Decreased,No,,,,,,Yes,No,Moderate Obstacle,Minor Obstacle,Soil Testing,4510,50,3500000.0,   Three Million Five Hundred Thousand,100,0,0,,,,,,NO LOSSES,NO LOSS,,,,,,,,No,,,,,,,,,,,,,,,,No obstacle,No Obstacle,Minor Obstacle,DOES NOT APPLY,DOES NOT APPLY,No obstacle,No obstacle,,,,No,No obstacle,Yes,Yes,Yes,No,No,No,No,No,,,,Yes,3.0,0.0,3.0,0.0,,,,0,100,0,0,100,0,No,,,,,,Major Obstacle,Yes,,32400.0,No,,,No Obstacle,0,0,100,0,0,0,0,0,Yes,1000000.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,No change,Minor Obstacle,Strongly disagree,NO TIME WAS SPENT,Yes,10.0,No,No,,,,,,,,DONT KNOW,DONT KNOW,DONT KNOW,DONT KNOW,DONT KNOW,Yes,NO PAYMENTS OR GIFTS ARE PAID,NO PAYMENTS,,No,,,No,,,No Obstacle,No Obstacle,No Obstacle,No Obstacle,Major Obstacle,No Obstacle,25,17,15,7,,,,,,,,-9.0,100,0.0,2.0,,,80,No,,,No Obstacle,No Obstacle,4,1,1363036,8520,,,,,3266495,,,,,No,,,11,Male,,,,,,,30,7,2015,14,57,Truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,1,1,6,0,117.15,132.9,487.69,11.0
590614,7006,33,1,Retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Retail,Retail,"Yes, screener and sample frame info match",Small,Small,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1011,2001,26,11,2015,16,52,Sole proprietorship,,100,100,0,0,0,,,No,,2012,2,Yes,2012,8,No,No,,No,,,Yes,12.0,3.0,0.0,10.0,,No,,,Decreased,No,,,,,,No,No,Moderate Obstacle,Minor Obstacle, retail different kind of cereal,5220,80,650000.0,six hundred fifty thousand,100,0,0,,,,,,NO LOSSES,NO LOSS,,,,,,,15.0,No,,,,,,,,,,,,,,,,DOES NOT APPLY,Moderate Obstacle,Major Obstacle,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,,,,No,Moderate obstacle,No,,No,No,No,No,No,No,,,,No,,,,,,,,0,100,0,0,100,0,No,,,56.0,Square Meters,,Minor Obstacle,No,,,No,,,Minor Obstacle,25,5,100,0,0,0,0,0,No,,,,,,,,,,,,No,,,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,Interest rates were not favorable,,No,No change,Minor Obstacle,Tend to agree,5,Yes,Times inspected or met with tax officials,No,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,No,,NO PAYMENTS,,No,,,No,,,Minor Obstacle,Minor Obstacle,Minor Obstacle,No Obstacle,Moderate Obstacle,Minor Obstacle,5,IF ESTABLISHMENT WAS NOT IN BUSINESS in 2012,IF ESTABLISHMENT WAS NOT IN BUSINESS in 2010,IF ESTABLISHMENT WAS NOT IN BUSINESS in 2010,,,,,,,,0.0,NO FULL-TIME SEASONAL OR TEMPORARY WORKERS,,,,,20,No,,,Minor Obstacle,Minor Obstacle,8,1,45000,3600,,,550000.0,,DON'T KNOW (SPONTANEOUS),,,,,Yes,1000.0, Owner and General Manager,3,Male,,,,,,,26,11,2015,17,31,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,1,5,0,12.36,13.57,44.68,9.0
590615,7051,66,1,Non-retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Transport  Section I: (60-64),Transport  Section I: (60-64),"Yes, screener and sample frame info match",Medium,Small,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1002,2001,23,10,2015,14,51,Sole proprietorship,,100,100,0,0,0,,,No,,2007,5,Yes,2007,35,No,No,,No,,,No,,,,,,No,,,No change,No,,,,,,No,No,No Obstacle,Moderate Obstacle, Transportation,6022,100,-9.0,,100,0,0,,,,,,NO INTERNAL SHIPMENTS (DOES NOT APPLY),,,,,,,,,No,,,,,,,,,,,,,,,,DOES NOT APPLY,Does Not Apply,No Obstacle,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,,,,No,DOES NOT APPLY (SPONTANEOUS),No,,No,No,No,No,No,No,,,,No,,,,,,,,0,0,100,0,0,100,No,,,,,,No Obstacle,Yes,DON'T KNOW,,No,,,No Obstacle,0,60,50,0,0,0,50,0,No,,,,,,,,,,,,No,,,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,Collateral requirements were too high,,No,No change,Major Obstacle,Tend to agree,10,No,,,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,No,,NO PAYMENTS,,No,,,No,,,No Obstacle,No Obstacle,No Obstacle,No Obstacle,Moderate Obstacle,No Obstacle,5,5,3,3,,,,,,,,DON'T KNOW (SPONTANEOUS),NO FULL-TIME SEASONAL OR TEMPORARY WORKERS,,,,,50,No,,,Does Not Apply,Does Not Apply,1,1,178635,DONT KNOW (SPONTANEOUS),,,,,DON'T KNOW (SPONTANEOUS),,,,,No,, General Manager,8,Male,,,,,,,23,10,2015,16,53,Somewhat truthful,Are arbitrary and unreliable numbers,Several visits,1.0,56.0,1,2,6,0,38.34,42.39,107.58,25.0
590616,7447,33,1,Non-retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,No,City with population over 1 million,Services of motor vehicles,Services of motor vehicles,"Yes, screener and sample frame info match",Small,Small,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1010,2001,19,11,2015,9,0,Others (Specify), private limited company,60,100,0,0,0,,,No,,2004,10,Yes,2004,DON'T KNOW,No,No,,No,,,Yes,10.0,12.0,0.0,30.0,,No,,,No change,No,,,,,,Yes,Yes,Very Severe Obstacle,Minor Obstacle, car break system services,5020,50,200000.0, two hundred thousand,100,0,0,,,,,,NO INTERNAL SHIPMENTS (DOES NOT APPLY),,,,,,,,,Yes,5.0,3.0,Number of Application Still in Process,Number of Application Still in Process,0.0,0.0,Private commercial banks,400000.0,400000.0,100.0,,90.0,No,,,Major Obstacle,Minor Obstacle,No Obstacle,Minor obstacle,No obstacle,Moderate  obstacle,DOES NOT APPLY,,,,No,No obstacle,No,,No,No,Yes,No,No,No,,,,No,,,,,,,,100,0,0,100,0,0,No,,,,,,Major Obstacle,Yes,,18000.0,No,,,No Obstacle,0,0,100,0,0,0,0,0,No,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,No,No,Application procedures were complex,,Yes,Worsened,No Obstacle,Strongly agree,27,No,,,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,Yes,NO PAYMENTS OR GIFTS ARE PAID,NO PAYMENTS,,No,,,No,,,Moderate Obstacle,Minor Obstacle,Minor Obstacle,No Obstacle,Moderate Obstacle,Moderate Obstacle,8,8,6,6,,,,,,,,DON'T KNOW (SPONTANEOUS),NO FULL-TIME SEASONAL OR TEMPORARY WORKERS,,,,,90,No,,,No Obstacle,Minor Obstacle,8,1,85000,48000,,,,,150000,,,,,No,, Owner,10,Male,,,,,,,20,11,2015,17,59,Truthful,Are estimates computed with some precision,Several visits,2.0,30.0,1,1,7,0,24.0,26.95,62.89,13.0
